Key,Source,Context,Max Line Width,English,Francais,German
9x22mmHomemadeDesc,items,Item,,A 9x22mm round making youre own hands from scrap. Hold reload to use alternate ammo.,,
10x22mmHomemade,items,Item,,10x22mm Homemade,,
10x22mmHomemadeDesc,items,Item,,A 10x22mm round making youre own hands from scrap. Hold reload to use alternate ammo.,,
12x70mmHomemade,items,Item Gun,,12x70mm Homemade,,
12x70mmHomemadeDesc,items,Item Gun,,A 12x70mm Homemade shell making youre own hands from scrap. Hold reload to use alternate ammo.,,
9x19mmParabellum,items,Item,,9x19mm Parabellum,,
9x19mmParabellumDesc,items,Item,,A 9x19mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
9x22mmBullet,items,Item,,9x22mm Bullet,,
9x22mmBulletDesc,items,Item,,A 9x22mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
10x22mmBullet,items,Item,,10x22mm Bullet,,
10x22mmBulletDesc,items,Item,,A 10x22mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
109x326mmBullet,items,Item,,10.9x32.6 R Magnum,,
109x326mmBulletDesc,items,Item,,A 10.9x32.6mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
1143x23mmBullet,items,Item,,11.43x23mm Bullet,,
1143x23mmBulletDesc,items,Item,,A 11.43x23mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
127x33Bullet,items,Item,,12.7x33 Bullet,,
127x33BulletDesc,items,Item,,A 12.7x33mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
545x39mmBullet,items,Item,,5.45x39mm Bullet,,
545x39mmBulletDesc,items,Item,,A 5.45x39mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
556x45mmNATO,items,Item,,5.56x45mm NATO,,
556x45mmNATODesc,items,Item,,A 5.56x45mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
57x28mmBullet,items,Item,,5.7x28mm Bullet,,
57x28mmBulletDesc,items,Item,,A 5.7x28mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
762x39mmBullet,items,Item,,7.62x39mm Bullet,,
762x39mmBulletDesc,items,Item,,A 7.62x39mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
762x51mmNATO,items,Item,,7.62x51mm NATO,,
762x51mmNATODesc,items,Item,,A 7.62x51mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
86x70mmBullet,items,Item,,8.6x70mm Bullet,,
86x70mmBulletDesc,items,Item,,A 8.6x70mm round making youre own hands from simple items. Hold reload to use alternate ammo.,,
12x70mmShell,items,Item Gun,,12x70mm Shell,,
12x70mmShellDesc,items,Item Gun,,A 12x70mm shell making youre own hands simple items. Hold reload to use alternate ammo.,,
9x19mmFlame,items,Item,,9x19mm Flame,,
9x19mmFlameDesc,items,Item,,A 9x19mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
9x22mmFlame,items,Item,,9x22mm Flame,,
9x22mmFlameDesc,items,Item,,A 9x22mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
10x22mmFlame,items,Item,,10x22mm Flame,,
10x22mmFlameDesc,items,Item,,A 10x22mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
109x326Flame,items,Item,,10.9x32.6 Flame,,
109x326FlameDesc,items,Item,,A 10.9x32.6 Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
1143x23mmFlame,items,Item,,11.43x23mm Flame,,
1143x23mmFlameDesc,items,Item,,A 11.43x23mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
127x33Flame,items,Item,,12.7x33 Flame,,
127x33FlameDesc,items,Item,,A 12.7x33 Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
545x39mmFlame,items,Item,,5.45x39mm Flame,,
545x39mmFlameDesc,items,Item,,A 5.45x39mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
556x45mmFlame,items,Item,,5.56x45mm Flame,,
556x45mmFlameDesc,items,Item,,A 5.56x45mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
57x28mmFlame,items,Item,,5.7x28mm Flame,,
57x28mmFlameDesc,items,Item,,A 5.7x28mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
762x39mmFlame,items,Item,,7.62x39mm Flame,,
762x39mmFlameDesc,items,Item,,A 7.62x39mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
762x51mmFlame,items,Item,,7.62x51mm Flame,,
751x39mmFlameDesc,items,Item,,A 7.62x51mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
86x70mmFlame,items,Item,,8.6x70mm Flame,,
86x70mmFlameDesc,items,Item,,A 8.6x70mm Flame round does the most damage by setting it's victims on fire. Hold reload to use alternate ammo.,,
12x70mmFlame,items,Item Gun,,12x70mm Flame,,
12x70mmFlameDesc,items,Item Gun,,A 12x70mm Flame shell making youre own hands simple items. Hold reload to use alternate ammo.,,
12x70mmSlug,items,Item ,,12x70mm Slug,,
12x70mmSlugDesc,items,Item ,,Can be used with long shotguns to do more damage. Hold reload to use alternate ammo.,,
9x19mmExploding,items,Item Gun,,9x19mm Exploding,,
9x19mmExplodingBoltDesc,items,Item Gun,,A 9x19mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
9x22mmExploding,items,Item Gun,,9x22mm Exploding,,
9x22mmExplodingDesc,items,Item Gun,,A 9x22mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
10x22mmExploding,items,Item Gun,,10x22mm Exploding,,
10x22mmExplodingDesc,items,Item Gun,,A 10x22mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
109x326Exploding,items,Item Gun,,10.9x32.6 Exploding,,
109x326ExplodingDesc,items,Item Gun,,A 10.9x32.6 Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
1143x23mmExploding,items,Item Gun,,11.43x23mm Exploding,,
1143x23mmExplodingDesc,items,Item Gun,,A 11.43x23mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
127x33Exploding,items,Item Gun,,12.7x33 Exploding,,
127x33ExplodingDesc,items,Item Gun,,A 12.7x33 Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
545x39mmExploding,items,Item Gun,,5.45x39mm Exploding,,
545x39mmExplodingDesc,items,Item Gun,,A 5.45x39mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
556x45mmExploding,items,Item Gun,,5.56x45mm Exploding,,
556x45mmExplodingDesc,items,Item Gun,,A 5.56x45mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
57x28mmExploding,items,Item Gun,,5.7x28mm Exploding,,
57x28mmExplodingDesc,items,Item Gun,,A 5.7x28mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
762x39mmExploding,items,Item Gun,,7.62x39mm Exploding,,
762x39mmExplodingDesc,items,Item Gun,,A 7.62x39mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
762x51mmExploding,items,Item Gun,,7.62x51mm Exploding,,
762x51mmExplodingDesc,items,Item Gun,,A 7.62x51mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
86x70mmExploding,items,Item Gun,,8.6x70mm Exploding,,
86x70mmExplodingDesc,items,Item Gun,,A 8.6x70mm Exploding round making youre enemies into soup. Hold reload to use alternate ammo.,,
dartmedicament,items,Item Gun,,Dart with medicament,,
dartmedicamentDesc,items,Item Gun,,A Dart for Injector 105 wich heal youre allies. Hold reload to use alternate ammo.,,
dartPainkiller,items,Item Gun,,Dart with Painkiller,,
dartPainkillerDesc,items,Item Gun,,A Dart for Injector 105 wich inforce youre allies. Hold reload to use alternate ammo.,,
dartBloodstop,items,Item Gun,,Dart with Bloodstop,,
dartBloodstopDesc,items,Item Gun,,A Dart for Injector 105 wich stop bleeding youre allies. Hold reload to use alternate ammo.,,
dartInfection,items,Item Gun,,Dart with Infection,,
dartInfectionDesc,items,Item Gun,,A Dart for Injector 105 wich Infected youre enemies. Hold reload to use alternate ammo.,,
pipeBomb,items,Item Gun,,Pipe Bomb,,
pipeBombDesc,items,Item Gun,,"Make pipe bombs with gun powder, pipes & plant fibers. Light them with the secondary action & throw them with the primary action.",,
dynamite,items,Item Gun,,Stick of Dynamite,,
dynamiteDesc,items,Item Gun,,A stick of dynamite can be lit with the secondary action & thrown with the primary action. The throwing part is very important.,,
f1,items,Item Gun,,F-1 Granade,,
f1Desc,items,Item Gun,,"A Granade can be lit with the secondary action & thrown with the primary action. The throwing part is very important.",,
rgd,items,Item Gun,,RGD Granade,,
rgdDesc,items,Item Gun,,"A Granade can be lit with the secondary action & thrown with the primary action. The throwing part is very important.",,
beretta92Barrel,items,Item Gun,,Beretta 92 Barrel,,
beretta92Receiver,items,Item Gun,,Beretta 92 Receiver,,
beretta92Grip,items,Item Gun,,Beretta 92 Grip,,
beretta92Parts,items,Item Gun,,Beretta 92 Parts,,
beretta92PartsDesc,items,Item Gun,,A parts of the Beretta 92. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
glock23Barrel,items,Item Gun,,Glock 23 Barrel,,
glock23Receiver,items,Item Gun,,Glock 23 Receiver,,
glock23Grip,items,Item Gun,,Glock 23 Grip,,
glock23Parts,items,Item Gun,,Glock 23 Parts,,
glock23PartsDesc,items,Item Gun,,A parts of the Glock 23. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
glock18Barrel,items,Item Gun,,Glock 18 Barrel,,
glock18Receiver,items,Item Gun,,Glock 18 Receiver,,
glock18Grip,items,Item Gun,,Glock 18 Grip,,
glock18Parts,items,Item Gun,,Glock 18 Parts,,
glock18PartsDesc,items,Item Gun,,A parts of the Glock 18. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
jericho941Barrel,items,Item Gun,,Jericho 941 Barrel,,
jericho941Receiver,items,Item Gun,,Jericho 941 Receiver,,
jericho941Grip,items,Item Gun,,Jericho 941 Grip,,
jericho941Parts,items,Item Gun,,Jericho 941 Parts,,
jericho941PartsDesc,items,Item Gun,,A parts of the Jericho 941. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
sIGSauerP228Barrel,items,Item Gun,,SIG-Sauer P228 Barrel,,
sIGSauerP228Receiver,items,Item Gun,,SIG-Sauer P228 Receiver,,
sIGSauerP228Grip,items,Item Gun,,SIG-Sauer P228 Grip,,
sIGSauerP228Parts,items,Item Gun,,SIG-Sauer P228 Parts,,
sIGSauerP228PartsDesc,items,Item Gun,,A parts of the SIG-Sauer P228. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
sIGSauerP229Barrel,items,Item Gun,,SIG-Sauer P229 Barrel,,
sIGSauerP229Receiver,items,Item Gun,,SIG-Sauer P229 Receiver,,
sIGSauerP229Grip,items,Item Gun,,SIG-Sauer P229 Grip,,
sIGSauerP229Parts,items,Item Gun,,SIG-Sauer P229 Parts,,
sIGSauerP229PartsDesc,items,Item Gun,,A parts of the SIG-Sauer P229. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
hKUSPCompactBarrel,items,Item Gun,,HK USP Compact Barrel,,
hKUSPCompactReceiver,items,Item Gun,,HK USP Compact Receiver,,
hKUSPCompactGrip,items,Item Gun,,HK USP Compact Grip,,
hKUSPCompactParts,items,Item Gun,,HK USP Compact Parts,,
hKUSPCompactPartsDesc,items,Item Gun,,A parts of the HK USP Compact. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
mP443RookBarrel,items,Item Gun,,MP-443 Barrel,,
mP443RookReceiver,items,Item Gun,,MP-443 Receiver,,
mP443RookGrip,items,Item Gun,,MP-443 Grip,,
mP443RookParts,items,Item Gun,,MP-443 Parts,,
mP443RookPartsDesc,items,Item Gun,,A parts of the MP-443. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
fiveseveNBarrel,items,Item Gun,,Five-seveN Barrel,,
fiveseveNReceiver,items,Item Gun,,Five-seveN Receiver,,
fiveseveNGrip,items,Item Gun,,Five-seveN Grip,,
fiveseveNParts,items,Item Gun,,Five-seveN Parts,,
fiveseveNPartsDesc,items,Item Gun,,A parts of the Five-seveN. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
desertVIIBarrel,items,Item Gun,,Desert Eagle Mark VII Barrel,,
desertVIIReceiver,items,Item Gun,,Desert Eagle Mark VII Receiver,,
desertVIIGrip,items,Item Gun,,Desert Eagle Mark VII Grip,,
desertVIIParts,items,Item Gun,,Desert Eagle Mark VII Parts,,
desertVIIPartsDesc,items,Item Gun,,A parts of the Desert Eagle Mark VII. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
colt1911Barrel,items,Item Gun,,Colt 1911 Barrel,,
colt1911Receiver,items,Item Gun,,Colt 1911 Receiver,,
colt1911Grip,items,Item Gun,,Colt 1911 Grip,,
colt1911Parts,items,Item Gun,,Colt 1911 Parts,,
colt1911PartsDesc,items,Item Gun,,A parts of the Colt 1911. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
jericho941FBarrel,items,Item Gun,,Jericho 941F Barrel,,
jericho941FReceiver,items,Item Gun,,Jericho 941F Receiver,,
jericho941FGrip,items,Item Gun,,Jericho 941F Grip,,
jericho941FParts,items,Item Gun,,Jericho 941F Parts,,
jericho941FPartsDesc,items,Item Gun,,A parts of the Jericho 941F. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
desertXIXBarrel,items,Item Gun,,Desert Eagle Mark XIX Barrel,,
desertXIXReceiver,items,Item Gun,,Desert Eagle Mark XIX Receiver,,
desertXIXGrip,items,Item Gun,,Desert Eagle Mark XIX Grip,,
desertXIXParts,items,Item Gun,,Desert Eagle Mark XIX Parts,,
desertXIXPartsDesc,items,Item Gun,,A parts of the Desert Eagle Mark XIX. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
44MagnumCylinder,items,Item Gun,,.44 Magnum Cylinder,,
44MagnumFrame,items,Item Gun,,.44 Magnum Frame,,
44MagnumGrip,items,Item Gun,,.44 Magnum Grip,,
44MagnumParts,items,Item Gun,,.44 Magnum Parts,,
parts44MagnumGroupDesc,items,Item Gun,,A part of the .44 Magnum. Assemble with other parts to create a complete revolver once you've read the Enforcer Magazine.,,
coltNavyCylinder,items,Item Gun,,Colt Navy Cylinder,,
coltNavyFrame,items,Item Gun,,Colt Navy Frame,,
coltNavyGrip,items,Item Gun,,Colt Navy Grip,,
coltNavyParts,items,Item Gun,,Colt Navy Parts,,
partscoltNavyDesc,items,Item Gun,,A part of the Colt Navy. Assemble with other parts to create a complete revolver once you've read the schematic.,,
hKMP5SD3Barrel,items,Item Gun,,HK MP-5SD3 Barrel,,
hKMP5SD3Parts,items,Item Gun,,HK MP-5SD3 Parts,,
hKMP5SD3Receiver,items,Item Gun,,HK MP-5SD3 Receiver,,
hKMP5SD3Stock,items,Item Gun,,HK MP-5SD3 Stock,,
hKMP5SD3partsDesc,items,Item Gun,,A part of the HK MP-5SD3. Assemble with other parts to create a complete SMG once you've read the schematic.,,
iMIUZIBarrel,items,Item Gun,,IMI UZI Barrel,,
iMIUZIParts,items,Item Gun,,IMI UZI Parts,,
iMIUZIReceiver,items,Item Gun,,IMI UZI Receiver,,
iMIUZIStock,items,Item Gun,,IMI UZI Stock,,
iMIUZIpartsDesc,items,Item Gun,,A part of the IMI UZI. Assemble with other parts to create a complete SMG once you've read the schematic.,,
miniUZIBarrel,items,Item Gun,,Mini UZI Barrel,,
miniUZIParts,items,Item Gun,,Mini UZI Parts,,
miniUZIReceiver,items,Item Gun,,Mini UZI Receiver,,
miniUZIStock,items,Item Gun,,Mini UZI Stock,,
miniUZIpartsDesc,items,Item Gun,,A part of the Mini UZI. Assemble with other parts to create a complete SMG once you've read the schematic.,,
microUZIBarrel,items,Item Gun,,Micro UZI Barrel,,
microUZIParts,items,Item Gun,,Micro UZI Parts,,
microUZIReceiver,items,Item Gun,,Micro UZI Receiver,,
microUZIStock,items,Item Gun,,Micro UZI Stock,,
microUZIpartsDesc,items,Item Gun,,A part of the Micro UZI. Assemble with other parts to create a complete SMG once you've read the schematic.,,
uziProBarrel,items,Item Gun,,Uzi Pro Barrel,,
uziProParts,items,Item Gun,,Uzi Pro Parts,,
uziProReceiver,items,Item Gun,,Uzi Pro Receiver,,
uziProStock,items,Item Gun,,Uzi Pro Stock,,
uziPropartsDesc,items,Item Gun,,A part of the Uzi Pro. Assemble with other parts to create a complete SMG once you've read the schematic.,,
ingramMACM10Barrel,items,Item Gun,,Ingram MAC M10 Barrel,,
ingramMACM10Parts,items,Item Gun,,Ingram MAC M10 Parts,,
ingramMACM10Receiver,items,Item Gun,,Ingram MAC M10 Receiver,,
ingramMACM10Stock,items,Item Gun,,Ingram MAC M10 Stock,,
ingramMACM10partsDesc,items,Item Gun,,A part of the Ingram MAC M10. Assemble with other parts to create a complete SMG once you've read the schematic.,,
fNP90Barrel,items,Item Gun,,Ingram MAC M10 Barrel,,
fNP90Parts,items,Item Gun,,Ingram MAC M10 Parts,,
fNP90Receiver,items,Item Gun,,Ingram MAC M10 Receiver,,
fNP90Stock,items,Item Gun,,Ingram MAC M10 Stock,,
fNP90partsDesc,items,Item Gun,,A part of the Ingram MAC M10. Assemble with other parts to create a complete SMG once you've read the schematic.,,
mP40Barrel,items,Item Gun,,MP-40 Barrel,,
mP40Parts,items,Item Gun,,MP-40 Parts,,
mP40Receiver,items,Item Gun,,MP-40 Receiver,,
mP40Stock,items,Item Gun,,MP-40 Stock,,
mP40partsDesc,items,Item Gun,,A part of the MP-40. Assemble with other parts to create a complete SMG once you've read the schematic.,,
carlGustafM45Barrel,items,Item Gun,,Carl_Gustaf_M/45 Barrel,,
carlGustafM45Parts,items,Item Gun,,Carl_Gustaf_M/45 Parts,,
carlGustafM45Receiver,items,Item Gun,,Carl_Gustaf_M/45 Receiver,,
carlGustafM45Stock,items,Item Gun,,Carl_Gustaf_M/45 Stock,,
carlGustafM45partsDesc,items,Item Gun,,A part of the Carl_Gustaf_M/45. Assemble with other parts to create a complete SMG once you've read the schematic.,,
PumpShotgun_barrel,items,Item Gun,,Winchester M1912 Barrel,,
PumpShotgun_barrelShort,items,Item Gun,,Winchester M1912 Short Barrel,,
